,x,y
0,108,-10
1,107.6000004,-9.97997998
2,107.2008024,-9.95995996
3,106.802406,-9.93993994
4,106.4048112,-9.91991992
5,106.008018,-9.8998999
6,105.6120264,-9.87987988
7,105.2168365,-9.85985986
8,104.8224481,-9.83983984
9,104.4288613,-9.81981982
10,104.0360761,-9.7997998
11,103.6440925,-9.77977978
12,103.2529106,-9.75975976
13,102.8625302,-9.73973974
14,102.4729514,-9.71971972
15,102.0841743,-9.6996997
16,101.6961987,-9.67967968
17,101.3090247,-9.65965966
18,100.9226524,-9.63963964
19,100.5370816,-9.61961962
20,100.1523125,-9.5995996
21,99.76834492,-9.57957958
22,99.38517897,-9.55955956
23,99.00281463,-9.53953954
24,98.62125188,-9.51951952
25,98.24049074,-9.499499499
26,97.8605312,-9.479479479
27,97.48137327,-9.459459459
28,97.10301693,-9.439439439
29,96.7254622,-9.419419419
30,96.34870907,-9.399399399
31,95.97275754,-9.379379379
32,95.59760762,-9.359359359
33,95.2232593,-9.339339339
34,94.84971258,-9.319319319
35,94.47696746,-9.299299299
36,94.10502394,-9.279279279
37,93.73388203,-9.259259259
38,93.36354172,-9.239239239
39,92.99400301,-9.219219219
40,92.62526591,-9.199199199
41,92.2573304,-9.179179179
42,91.8901965,-9.159159159
43,91.5238642,-9.139139139
44,91.15833351,-9.119119119
45,90.79360442,-9.099099099
46,90.42967692,-9.079079079
47,90.06655104,-9.059059059
48,89.70422675,-9.039039039
49,89.34270407,-9.019019019
50,88.98198298,-8.998998999
51,88.6220635,-8.978978979
52,88.26294563,-8.958958959
53,87.90462935,-8.938938939
54,87.54711468,-8.918918919
55,87.19040161,-8.898898899
56,86.83449015,-8.878878879
57,86.47938028,-8.858858859
58,86.12507202,-8.838838839
59,85.77156536,-8.818818819
60,85.4188603,-8.798798799
61,85.06695685,-8.778778779
62,84.71585499,-8.758758759
63,84.36555474,-8.738738739
64,84.0160561,-8.718718719
65,83.66735905,-8.698698699
66,83.31946361,-8.678678679
67,82.97236977,-8.658658659
68,82.62607753,-8.638638639
69,82.28058689,-8.618618619
70,81.93589786,-8.598598599
71,81.59201043,-8.578578579
72,81.2489246,-8.558558559
73,80.90664037,-8.538538539
74,80.56515775,-8.518518519
75,80.22447673,-8.498498498
76,79.88459731,-8.478478478
77,79.54551949,-8.458458458
78,79.20724328,-8.438438438
79,78.86976867,-8.418418418
80,78.53309566,-8.398398398
81,78.19722425,-8.378378378
82,77.86215445,-8.358358358
83,77.52788624,-8.338338338
84,77.19441964,-8.318318318
85,76.86175465,-8.298298298
86,76.52989125,-8.278278278
87,76.19882946,-8.258258258
88,75.86856927,-8.238238238
89,75.53911068,-8.218218218
90,75.2104537,-8.198198198
91,74.88259831,-8.178178178
92,74.55554453,-8.158158158
93,74.22929236,-8.138138138
94,73.90384178,-8.118118118
95,73.57919281,-8.098098098
96,73.25534544,-8.078078078
97,72.93229967,-8.058058058
98,72.6100555,-8.038038038
99,72.28861294,-8.018018018
100,71.96797198,-7.997997998
101,71.64813262,-7.977977978
102,71.32909486,-7.957957958
103,71.01085871,-7.937937938
104,70.69342415,-7.917917918
105,70.37679121,-7.897897898
106,70.06095986,-7.877877878
107,69.74593011,-7.857857858
108,69.43170197,-7.837837838
109,69.11827543,-7.817817818
110,68.8056505,-7.797797798
111,68.49382716,-7.777777778
112,68.18280543,-7.757757758
113,67.8725853,-7.737737738
114,67.56316677,-7.717717718
115,67.25454985,-7.697697698
116,66.94673452,-7.677677678
117,66.6397208,-7.657657658
118,66.33350868,-7.637637638
119,66.02809817,-7.617617618
120,65.72348926,-7.597597598
121,65.41968194,-7.577577578
122,65.11667624,-7.557557558
123,64.81447213,-7.537537538
124,64.51306963,-7.517517518
125,64.21246872,-7.497497497
126,63.91266943,-7.477477477
127,63.61367173,-7.457457457
128,63.31547564,-7.437437437
129,63.01808114,-7.417417417
130,62.72148826,-7.397397397
131,62.42569697,-7.377377377
132,62.13070728,-7.357357357
133,61.8365192,-7.337337337
134,61.54313272,-7.317317317
135,61.25054785,-7.297297297
136,60.95876457,-7.277277277
137,60.6677829,-7.257257257
138,60.37760283,-7.237237237
139,60.08822436,-7.217217217
140,59.7996475,-7.197197197
141,59.51187223,-7.177177177
142,59.22489857,-7.157157157
143,58.93872651,-7.137137137
144,58.65335606,-7.117117117
145,58.36878721,-7.097097097
146,58.08501995,-7.077077077
147,57.80205431,-7.057057057
148,57.51989026,-7.037037037
149,57.23852782,-7.017017017
150,56.95796698,-6.996996997
151,56.67820774,-6.976976977
152,56.3992501,-6.956956957
153,56.12109407,-6.936936937
154,55.84373964,-6.916916917
155,55.56718681,-6.896896897
156,55.29143558,-6.876876877
157,55.01648596,-6.856856857
158,54.74233793,-6.836836837
159,54.46899151,-6.816816817
160,54.1964467,-6.796796797
161,53.92470348,-6.776776777
162,53.65376187,-6.756756757
163,53.38362186,-6.736736737
164,53.11428345,-6.716716717
165,52.84574665,-6.696696697
166,52.57801144,-6.676676677
167,52.31107784,-6.656656657
168,52.04494585,-6.636636637
169,51.77961545,-6.616616617
170,51.51508666,-6.596596597
171,51.25135947,-6.576576577
172,50.98843388,-6.556556557
173,50.72630989,-6.536536537
174,50.46498751,-6.516516517
175,50.20446673,-6.496496496
176,49.94474755,-6.476476476
177,49.68582997,-6.456456456
178,49.427714,-6.436436436
179,49.17039963,-6.416416416
180,48.91388686,-6.396396396
181,48.65817569,-6.376376376
182,48.40326613,-6.356356356
183,48.14915817,-6.336336336
184,47.89585181,-6.316316316
185,47.64334705,-6.296296296
186,47.3916439,-6.276276276
187,47.14074234,-6.256256256
188,46.89064239,-6.236236236
189,46.64134405,-6.216216216
190,46.3928473,-6.196196196
191,46.14515216,-6.176176176
192,45.89825862,-6.156156156
193,45.65216668,-6.136136136
194,45.40687635,-6.116116116
195,45.16238761,-6.096096096
196,44.91870048,-6.076076076
197,44.67581495,-6.056056056
198,44.43373103,-6.036036036
199,44.1924487,-6.016016016
200,43.95196798,-5.995995996
201,43.71228887,-5.975975976
202,43.47341135,-5.955955956
203,43.23533544,-5.935935936
204,42.99806112,-5.915915916
205,42.76158842,-5.895895896
206,42.52591731,-5.875875876
207,42.2910478,-5.855855856
208,42.0569799,-5.835835836
209,41.8237136,-5.815815816
210,41.59124891,-5.795795796
211,41.35958581,-5.775775776
212,41.12872432,-5.755755756
213,40.89866443,-5.735735736
214,40.66940614,-5.715715716
215,40.44094946,-5.695695696
216,40.21329438,-5.675675676
217,39.9864409,-5.655655656
218,39.76038902,-5.635635636
219,39.53513874,-5.615615616
220,39.31069007,-5.595595596
221,39.087043,-5.575575576
222,38.86419753,-5.555555556
223,38.64215367,-5.535535536
224,38.4209114,-5.515515516
225,38.20047074,-5.495495495
226,37.98083168,-5.475475475
227,37.76199423,-5.455455455
228,37.54395837,-5.435435435
229,37.32672412,-5.415415415
230,37.11029147,-5.395395395
231,36.89466043,-5.375375375
232,36.67983098,-5.355355355
233,36.46580314,-5.335335335
234,36.2525769,-5.315315315
235,36.04015226,-5.295295295
236,35.82852923,-5.275275275
237,35.6177078,-5.255255255
238,35.40768797,-5.235235235
239,35.19846974,-5.215215215
240,34.99005312,-5.195195195
241,34.78243809,-5.175175175
242,34.57562467,-5.155155155
243,34.36961286,-5.135135135
244,34.16440264,-5.115115115
245,33.95999403,-5.095095095
246,33.75638702,-5.075075075
247,33.55358161,-5.055055055
248,33.3515778,-5.035035035
249,33.1503756,-5.015015015
250,32.949975,-4.994994995
251,32.750376,-4.974974975
252,32.55157861,-4.954954955
253,32.35358281,-4.934934935
254,32.15638862,-4.914914915
255,31.95999603,-4.894894895
256,31.76440505,-4.874874875
257,31.56961566,-4.854854855
258,31.37562788,-4.834834835
259,31.1824417,-4.814814815
260,30.99005712,-4.794794795
261,30.79847415,-4.774774775
262,30.60769278,-4.754754755
263,30.41771301,-4.734734735
264,30.22853484,-4.714714715
265,30.04015828,-4.694694695
266,29.85258331,-4.674674675
267,29.66580995,-4.654654655
268,29.4798382,-4.634634635
269,29.29466804,-4.614614615
270,29.11029949,-4.594594595
271,28.92673254,-4.574574575
272,28.74396719,-4.554554555
273,28.56200344,-4.534534535
274,28.3808413,-4.514514515
275,28.20048076,-4.494494494
276,28.02092182,-4.474474474
277,27.84216449,-4.454454454
278,27.66420875,-4.434434434
279,27.48705462,-4.414414414
280,27.31070209,-4.394394394
281,27.13515117,-4.374374374
282,26.96040184,-4.354354354
283,26.78645412,-4.334334334
284,26.613308,-4.314314314
285,26.44096349,-4.294294294
286,26.26942057,-4.274274274
287,26.09867926,-4.254254254
288,25.92873955,-4.234234234
289,25.75960144,-4.214214214
290,25.59126494,-4.194194194
291,25.42373004,-4.174174174
292,25.25699674,-4.154154154
293,25.09106504,-4.134134134
294,24.92593494,-4.114114114
295,24.76160645,-4.094094094
296,24.59807956,-4.074074074
297,24.43535427,-4.054054054
298,24.27343059,-4.034034034
299,24.1123085,-4.014014014
300,23.95198802,-3.993993994
301,23.79246915,-3.973973974
302,23.63375187,-3.953953954
303,23.4758362,-3.933933934
304,23.31872213,-3.913913914
305,23.16240966,-3.893893894
306,23.00689879,-3.873873874
307,22.85218953,-3.853853854
308,22.69828187,-3.833833834
309,22.54517581,-3.813813814
310,22.39287135,-3.793793794
311,22.2413685,-3.773773774
312,22.09066724,-3.753753754
313,21.94076759,-3.733733734
314,21.79166955,-3.713713714
315,21.6433731,-3.693693694
316,21.49587826,-3.673673674
317,21.34918502,-3.653653654
318,21.20329338,-3.633633634
319,21.05820335,-3.613613614
320,20.91391492,-3.593593594
321,20.77042809,-3.573573574
322,20.62774286,-3.553553554
323,20.48585923,-3.533533534
324,20.34477721,-3.513513514
325,20.20449679,-3.493493493
326,20.06501797,-3.473473473
327,19.92634076,-3.453453453
328,19.78846514,-3.433433433
329,19.65139113,-3.413413413
330,19.51511872,-3.393393393
331,19.37964792,-3.373373373
332,19.24497871,-3.353353353
333,19.11111111,-3.333333333
334,18.97804511,-3.313313313
335,18.84578072,-3.293293293
336,18.71431792,-3.273273273
337,18.58365673,-3.253253253
338,18.45379714,-3.233233233
339,18.32473915,-3.213213213
340,18.19648277,-3.193193193
341,18.06902799,-3.173173173
342,17.94237481,-3.153153153
343,17.81652323,-3.133133133
344,17.69147326,-3.113113113
345,17.56722488,-3.093093093
346,17.44377811,-3.073073073
347,17.32113294,-3.053053053
348,17.19928938,-3.033033033
349,17.07824742,-3.013013013
350,16.95800706,-2.992992993
351,16.8385683,-2.972972973
352,16.71993114,-2.952952953
353,16.60209559,-2.932932933
354,16.48506164,-2.912912913
355,16.36882929,-2.892892893
356,16.25339854,-2.872872873
357,16.1387694,-2.852852853
358,16.02494186,-2.832832833
359,15.91191592,-2.812812813
360,15.79969158,-2.792792793
361,15.68826885,-2.772772773
362,15.57764772,-2.752752753
363,15.46782819,-2.732732733
364,15.35881026,-2.712712713
365,15.25059394,-2.692692693
366,15.14317922,-2.672672673
367,15.0365661,-2.652652653
368,14.93075458,-2.632632633
369,14.82574466,-2.612612613
370,14.72153635,-2.592592593
371,14.61812964,-2.572572573
372,14.51552453,-2.552552553
373,14.41372103,-2.532532533
374,14.31271913,-2.512512513
375,14.21251883,-2.492492492
376,14.11312013,-2.472472472
377,14.01452303,-2.452452452
378,13.91672754,-2.432432432
379,13.81973365,-2.412412412
380,13.72354136,-2.392392392
381,13.62815067,-2.372372372
382,13.53356159,-2.352352352
383,13.43977411,-2.332332332
384,13.34678823,-2.312312312
385,13.25460395,-2.292292292
386,13.16322128,-2.272272272
387,13.07264021,-2.252252252
388,12.98286074,-2.232232232
389,12.89388287,-2.212212212
390,12.80570661,-2.192192192
391,12.71833195,-2.172172172
392,12.63175889,-2.152152152
393,12.54598743,-2.132132132
394,12.46101757,-2.112112112
395,12.37684932,-2.092092092
396,12.29348267,-2.072072072
397,12.21091762,-2.052052052
398,12.12915418,-2.032032032
399,12.04819234,-2.012012012
400,11.9680321,-1.991991992
401,11.88867346,-1.971971972
402,11.81011642,-1.951951952
403,11.73236099,-1.931931932
404,11.65540716,-1.911911912
405,11.57925493,-1.891891892
406,11.5039043,-1.871871872
407,11.42935528,-1.851851852
408,11.35560786,-1.831831832
409,11.28266204,-1.811811812
410,11.21051783,-1.791791792
411,11.13917521,-1.771771772
412,11.0686342,-1.751751752
