,x,y
0,64,-10
1,63.68008048,-9.97997998
2,63.36096256,-9.95995996
3,63.04264625,-9.93993994
4,62.72513154,-9.91991992
5,62.40841843,-9.8998999
6,62.09250692,-9.87987988
7,61.77739702,-9.85985986
8,61.46308871,-9.83983984
9,61.14958201,-9.81981982
10,60.83687692,-9.7997998
11,60.52497342,-9.77977978
12,60.21387153,-9.75975976
13,59.90357124,-9.73973974
14,59.59407255,-9.71971972
15,59.28537547,-9.6996997
16,58.97747998,-9.67967968
17,58.6703861,-9.65965966
18,58.36409382,-9.63963964
19,58.05860315,-9.61961962
20,57.75391407,-9.5995996
21,57.4500266,-9.57957958
22,57.14694073,-9.55955956
23,56.84465647,-9.53953954
24,56.5431738,-9.51951952
25,56.24249274,-9.499499499
26,55.94261328,-9.479479479
27,55.64353543,-9.459459459
28,55.34525917,-9.439439439
29,55.04778452,-9.419419419
30,54.75111147,-9.399399399
31,54.45524002,-9.379379379
32,54.16017018,-9.359359359
33,53.86590194,-9.339339339
34,53.5724353,-9.319319319
35,53.27977026,-9.299299299
36,52.98790683,-9.279279279
37,52.69684499,-9.259259259
38,52.40658476,-9.239239239
39,52.11712614,-9.219219219
40,51.82846911,-9.199199199
41,51.54061369,-9.179179179
42,51.25355987,-9.159159159
43,50.96730765,-9.139139139
44,50.68185703,-9.119119119
45,50.39720802,-9.099099099
46,50.11336061,-9.079079079
47,49.8303148,-9.059059059
48,49.54807059,-9.039039039
49,49.26662799,-9.019019019
50,48.98598699,-8.998998999
51,48.70614759,-8.978978979
52,48.42710979,-8.958958959
53,48.1488736,-8.938938939
54,47.87143901,-8.918918919
55,47.59480602,-8.898898899
56,47.31897463,-8.878878879
57,47.04394485,-8.858858859
58,46.76971666,-8.838838839
59,46.49629008,-8.818818819
60,46.22366511,-8.798798799
61,45.95184173,-8.778778779
62,45.68081996,-8.758758759
63,45.41059979,-8.738738739
64,45.14118122,-8.718718719
65,44.87256426,-8.698698699
66,44.60474889,-8.678678679
67,44.33773513,-8.658658659
68,44.07152297,-8.638638639
69,43.80611242,-8.618618619
70,43.54150347,-8.598598599
71,43.27769611,-8.578578579
72,43.01469037,-8.558558559
73,42.75248622,-8.538538539
74,42.49108368,-8.518518519
75,42.23048273,-8.498498498
76,41.9706834,-8.478478478
77,41.71168566,-8.458458458
78,41.45348953,-8.438438438
79,41.19609499,-8.418418418
80,40.93950206,-8.398398398
81,40.68371074,-8.378378378
82,40.42872101,-8.358358358
83,40.17453289,-8.338338338
84,39.92114637,-8.318318318
85,39.66856145,-8.298298298
86,39.41677814,-8.278278278
87,39.16579643,-8.258258258
88,38.91561632,-8.238238238
89,38.66623781,-8.218218218
90,38.4176609,-8.198198198
91,38.1698856,-8.178178178
92,37.9229119,-8.158158158
93,37.6767398,-8.138138138
94,37.43136931,-8.118118118
95,37.18680041,-8.098098098
96,36.94303312,-8.078078078
97,36.70006743,-8.058058058
98,36.45790335,-8.038038038
99,36.21654087,-8.018018018
100,35.97597998,-7.997997998
101,35.73622071,-7.977977978
102,35.49726303,-7.957957958
103,35.25910695,-7.937937938
104,35.02175248,-7.917917918
105,34.78519961,-7.897897898
106,34.54944835,-7.877877878
107,34.31449868,-7.857857858
108,34.08035062,-7.837837838
109,33.84700416,-7.817817818
110,33.6144593,-7.797797798
111,33.38271605,-7.777777778
112,33.1517744,-7.757757758
113,32.92163435,-7.737737738
114,32.6922959,-7.717717718
115,32.46375905,-7.697697698
116,32.23602381,-7.677677678
117,32.00909017,-7.657657658
118,31.78295813,-7.637637638
119,31.5576277,-7.617617618
120,31.33309886,-7.597597598
121,31.10937163,-7.577577578
122,30.88644601,-7.557557558
123,30.66432198,-7.537537538
124,30.44299956,-7.517517518
125,30.22247873,-7.497497497
126,30.00275952,-7.477477477
127,29.7838419,-7.457457457
128,29.56572589,-7.437437437
129,29.34841147,-7.417417417
130,29.13189867,-7.397397397
131,28.91618746,-7.377377377
132,28.70127785,-7.357357357
133,28.48716985,-7.337337337
134,28.27386345,-7.317317317
135,28.06135866,-7.297297297
136,27.84965546,-7.277277277
137,27.63875387,-7.257257257
138,27.42865388,-7.237237237
139,27.21935549,-7.217217217
140,27.01085871,-7.197197197
141,26.80316352,-7.177177177
142,26.59626994,-7.157157157
143,26.39017797,-7.137137137
144,26.18488759,-7.117117117
145,25.98039882,-7.097097097
146,25.77671165,-7.077077077
147,25.57382608,-7.057057057
148,25.37174211,-7.037037037
149,25.17045975,-7.017017017
150,24.96997899,-6.996996997
151,24.77029983,-6.976976977
152,24.57142227,-6.956956957
153,24.37334632,-6.936936937
154,24.17607197,-6.916916917
155,23.97959922,-6.896896897
156,23.78392807,-6.876876877
157,23.58905853,-6.856856857
158,23.39499059,-6.836836837
159,23.20172425,-6.816816817
160,23.00925951,-6.796796797
161,22.81759638,-6.776776777
162,22.62673484,-6.756756757
163,22.43667491,-6.736736737
164,22.24741659,-6.716716717
165,22.05895986,-6.696696697
166,21.87130474,-6.676676677
167,21.68445122,-6.656656657
168,21.4983993,-6.636636637
169,21.31314898,-6.616616617
170,21.12870027,-6.596596597
171,20.94505316,-6.576576577
172,20.76220765,-6.556556557
173,20.58016375,-6.536536537
174,20.39892144,-6.516516517
175,20.21848074,-6.496496496
176,20.03884164,-6.476476476
177,19.86000415,-6.456456456
178,19.68196825,-6.436436436
179,19.50473396,-6.416416416
180,19.32830127,-6.396396396
181,19.15267019,-6.376376376
182,18.9778407,-6.356356356
183,18.80381282,-6.336336336
184,18.63058654,-6.316316316
185,18.45816187,-6.296296296
186,18.28653879,-6.276276276
187,18.11571732,-6.256256256
188,17.94569745,-6.236236236
189,17.77647918,-6.216216216
190,17.60806252,-6.196196196
191,17.44044745,-6.176176176
192,17.27363399,-6.156156156
193,17.10762214,-6.136136136
194,16.94241188,-6.116116116
195,16.77800323,-6.096096096
196,16.61439618,-6.076076076
197,16.45159073,-6.056056056
198,16.28958688,-6.036036036
199,16.12838464,-6.016016016
200,15.967984,-5.995995996
201,15.80838496,-5.975975976
202,15.64958753,-5.955955956
203,15.49159169,-5.935935936
204,15.33439746,-5.915915916
205,15.17800483,-5.895895896
206,15.02241381,-5.875875876
207,14.86762438,-5.855855856
208,14.71363656,-5.835835836
209,14.56045034,-5.815815816
210,14.40806572,-5.795795796
211,14.25648271,-5.775775776
212,14.1057013,-5.755755756
213,13.95572149,-5.735735736
214,13.80654328,-5.715715716
215,13.65816668,-5.695695696
216,13.51059167,-5.675675676
217,13.36381827,-5.655655656
218,13.21784648,-5.635635636
219,13.07267628,-5.615615616
220,12.92830769,-5.595595596
221,12.7847407,-5.575575576
222,12.64197531,-5.555555556
223,12.50001152,-5.535535536
224,12.35884934,-5.515515516
225,12.21848876,-5.495495495
226,12.07892978,-5.475475475
227,11.9401724,-5.455455455
228,11.80221663,-5.435435435
229,11.66506246,-5.415415415
230,11.52870989,-5.395395395
231,11.39315892,-5.375375375
232,11.25840956,-5.355355355
233,11.1244618,-5.335335335
234,10.99131564,-5.315315315
235,10.85897108,-5.295295295
236,10.72742813,-5.275275275
237,10.59668678,-5.255255255
238,10.46674703,-5.235235235
239,10.33760888,-5.215215215
240,10.20927234,-5.195195195
241,10.08173739,-5.175175175
242,9.955004053,-5.155155155
243,9.829072316,-5.135135135
244,9.70394218,-5.115115115
245,9.579613648,-5.095095095
246,9.456086717,-5.075075075
247,9.333361389,-5.055055055
248,9.211437664,-5.035035035
249,9.090315541,-5.015015015
250,8.96999502,-4.994994995
251,8.850476102,-4.974974975
252,8.731758786,-4.954954955
253,8.613843072,-4.934934935
254,8.496728961,-4.914914915
255,8.380416452,-4.894894895
256,8.264905546,-4.874874875
257,8.150196242,-4.854854855
258,8.036288541,-4.834834835
259,7.923182442,-4.814814815
260,7.810877945,-4.794794795
261,7.699375051,-4.774774775
262,7.588673759,-4.754754755
263,7.478774069,-4.734734735
264,7.369675982,-4.714714715
265,7.261379498,-4.694694695
266,7.153884615,-4.674674675
267,7.047191335,-4.654654655
268,6.941299658,-4.634634635
269,6.836209583,-4.614614615
270,6.73192111,-4.594594595
271,6.62843424,-4.574574575
272,6.525748972,-4.554554555
273,6.423865307,-4.534534535
274,6.322783244,-4.514514515
275,6.222502783,-4.494494494
276,6.123023925,-4.474474474
277,6.024346669,-4.454454454
278,5.926471016,-4.434434434
279,5.829396965,-4.414414414
280,5.733124516,-4.394394394
281,5.63765367,-4.374374374
282,5.542984426,-4.354354354
283,5.449116784,-4.334334334
284,5.356050745,-4.314314314
285,5.263786309,-4.294294294
286,5.172323475,-4.274274274
287,5.081662243,-4.254254254
288,4.991802613,-4.234234234
289,4.902744586,-4.214214214
